,product_name,year,varietal,origin,price,rating,rating_count
2328,Vanderpump Chardonnay,2018,Chardonnay,California,27,3.6,161
2329,Ancient Peaks Paso Robles Merlot,2020,Merlot,California,22,4.4,5
2330,Van Ardi Red Blend,2019,Other Red Blends,Armenia,19,0.0,0
2331,Oliver Winery Cherry,Moscato,Fruit Wine,U.S.,15,4.6,10
2332,Charles Heidsieck Blanc des Millenaires Brut in Gift Box,2006,Vintage Sparkling Wine,France,269,5.0,21
2333,Piper-Heidsieck Brut Vintage Rare with Gift Box,2008,Vintage Sparkling Wine,France,239,4.5,16
2334,PlumpJack Merlot,2019,Merlot,California,73,0.0,0
2335,Zenato Lugana San Benedetto,2021,Trebbiano,Italy,17,0.0,0
2336,Peter Michael Les Pavots,2007,Bordeaux Red Blends,California,259,0.0,0
2337,Santa Margherita Sparkling,Rose,Sparkling Rosé,Italy,21,4.0,106
2338,Gruet Sauvage Blanc de,Blancs,Non-Vintage Sparkling Wine,U.S.,20,4.2,87
2339,Prunotto Barolo,2015,Nebbiolo,Italy,60,4.1,7
2340,Drappier Brut Nature André & Michel Pinot Noir Zero,Dosage,Non-Vintage Sparkling Wine,France,59,4.5,39
2341,Lustau Papirusa Manzanilla,Sherry,Sherry,Spain,17,3.6,40
2342,Artesa Carneros Pinot Noir,2018,Pinot Noir,California,28,3.8,13
2343,Murgo Brut Rose,2019,Sparkling Rosé,Italy,28,0.0,0
2344,Frescobaldi Tenuta Perano Chianti Classico,2017,Sangiovese,Italy,26,3.7,29
2345,Planeta Santa Cecilia,2018,Nero d'Avola,Italy,52,0.0,0
2346,Dominique Lafon Puligny Montrachet Champgain Premier Cru,2020,Chardonnay,France,219,0.0,0
2347,Domaine de Villaine Rully Rabource Premier Cru Blanc,2018,Chardonnay,France,99,0.0,0
2348,Tenute Silvio Nardi Brunello di Montalcino,2017,Sangiovese,Italy,73,0.0,0
2349,Dr. Loosen Urziger Wurzgarten Alte Reben Riesling Grosses Gewachs Reserve,2016,Riesling,Germany,79,0.0,0
2350,Dr. Loosen Wehlener Sonnenuhr Alte Reben Riesling Grosses Gewachs Reserve,2014,Riesling,Germany,92,0.0,0
2351,Penner-Ash Zena Crown Vineyard Pinot Noir,2015,Pinot Noir,Oregon,79,0.0,0
2352,Nicolas-Jay L'Ensemble Willamette Valley Pinot Noir,2019,Pinot Noir,Oregon,72,0.0,0
2353,Hyde Estate Winery Pinot Noir,2018,Pinot Noir,California,73,0.0,0
2354,Favia Carbone Cabernet Sauvignon,2020,Cabernet Sauvignon,California,73,0.0,0
2355,Chateau de Fosse-Seche Laurasie Rouge,2019,Cabernet Sauvignon,France,79,0.0,0
2356,Epiphany Petite Sirah,2019,Petite Sirah,California,35,0.0,0
2357,Gerard Bertrand Orange Gold,2020,Other White Blends,France,27,3.7,48
2358,Bodega Garzon Uruguay Single Vineyard Tannat,2018,Tannat,Uruguay,35,3.9,56
2359,Carlisle Piner-Olivet Ranches Zinfandel,2019,Zinfandel,California,38,4.1,7
2360,FEL Anderson Valley Pinot Noir,2019,Pinot Noir,California,39,4.0,11
2361,Domaine de Pallus Chinon Les Pensees de Pallus,2017,Cabernet Franc,France,26,0.0,0
2362,Cadre Band of Stones Gruner Veltliner,2021,Gruner Veltliner,California,23,0.0,0
2363,Concha y Toro Marques de Casa Concha Carmenere,2019,Carmenere,Chile,23,0.0,0
2364,Marchesi di Gresy Barbera d'Asti,2020,Barbera,Italy,22,3.7,6
2365,Copertino Riserva,2012,Negroamaro,Italy,16,3.8,12
2366,Zorzal Terroir Unico Malbec,2020,Malbec,Argentina,15,0.0,0
2367,District 7 Chardonnay,2020,Chardonnay,California,15,3.8,22
2368,Luke Chardonnay,2020,Chardonnay,Washington,19,4.6,30
2369,Simonsig Kaapse Vonkel Brut,2020,Vintage Sparkling Wine,Africa,19,0.0,0
2370,Chateau Calon-Segur,2017,Bordeaux Red Blends,France,155,0.0,0
2371,Bodegas Nekeas El Chaparral Old Vines Garnacha,2019,Grenache,Spain,14,4.3,19
2372,Casa Ferreirinha Quinta da Leda,2018,Other Red Blends,Portugal,76,0.0,0
2373,Stag's Leap Wine Cellars AVETA Sauvignon Blanc,2021,Sauvignon Blanc,California,34,0.0,0
2374,Bodegas Ramirez de la Piscina Crianza,2018,Tempranillo,Spain,18,3.6,19
2375,Vocoret Chablis,2020,Chardonnay,France,29,0.0,0
2376,MacRostie Sonoma Coast Chardonnay (375ML half-bottle),2019,Chardonnay,California,16,3.7,6
2377,Amici Olema Cremant de Loire,Brut,Non-Vintage Sparkling Wine,France,25,0.0,0
2378,Savage Follow the Line Red Blend,2017,Rhone Red Blends,Africa,44,0.0,0
2379,Domaine Perrot-Minot Morey-St-Denis La Riotte Premier Cru,2017,Pinot Noir,France,219,0.0,0
2380,Brandini Barolo Annunziata,2016,Nebbiolo,Italy,109,0.0,0
2381,Aresti Family Collection,2014,Bordeaux Red Blends,Chile,57,4.4,7
2382,St. Francis Merlot,2018,Merlot,California,22,4.0,62
2383,DAOU Vineyards Bodyguard Chardonnay,2020,Chardonnay,California,50,0.0,0
2384,Robert Oatley Signature Chardonnay,2018,Chardonnay,Australia,20,3.4,37
2385,Chateau Angelus Tempo d'Angelus,2019,Bordeaux Red Blends,France,21,4.2,11
2386,Saxum James Berry Vineyard Bone Rock (1.5 Liter Magnum),2009,Rhone Red Blends,California,339,0.0,0
2387,Murgo Etna Bianco,2021,Other White Blends,Italy,17,0.0,0
2388,Champagne Telmont Reserve,Brut,Non-Vintage Sparkling Wine,France,66,0.0,0
2389,Domaine de la Janasse Chateauneuf-du-Pape Vieilles Vignes (1.5 Liter Magnum),2018,Rhone Red Blends,France,249,0.0,0
2390,Turnbull Oakville Reserve Cabernet Sauvignon,2020,Cabernet Sauvignon,California,109,0.0,0
2391,La Jota Howell Mountain Merlot,2018,Merlot,California,99,0.0,0
2392,Fuligni Brunello di Montalcino,2017,Sangiovese,Italy,109,0.0,0
2393,Delamotte Blanc de Blancs (1.5 Liter Magnum),2014,Vintage Sparkling Wine,France,249,0.0,0
2394,Mi Terruno Icono Limited Edition,2015,Bordeaux Red Blends,Argentina,64,0.0,0
2395,Tornatore Pietrarizzo Etna Rosso,2019,Nerello Mascalese,Italy,41,0.0,0
2396,Loveblock Pinot Gris,2020,Pinot Gris/Grigio,Zealand,34,4.1,19
2397,Zinfandelic Lodi Zinfandel,2018,Zinfandel,California,20,3.6,172
2398,Venturini Baldini Marchese Manodori,Lambrusco,Red Sparkling Wine,Italy,18,3.6,49
2399,Chateau Jalousie Beaulieu Bordeaux Superieur,2018,Bordeaux Red Blends,France,19,3.8,213
2400,Badia a Coltibuono Cultusboni RS Chianti Classico,2019,Sangiovese,Italy,16,4.1,9
2401,San Felice Il Grigio Chianti Classico Riserva,2018,Sangiovese,Italy,27,3.7,26
2402,Quady Vya Sweet,Vermouth,Vermouth,California,19,4.0,50
2403,Rosario Vera Rosario Vera,2018,Tempranillo,Spain,16,0.0,0
2404,Selbach Oster Zeltinger Himmelreich Riesling Kabinett Halbtrocken,2019,Riesling,Germany,24,4.4,7
2405,Lucky Rock Wine Co. Pinot Noir,2019,Pinot Noir,California,21,0.0,0
2406,La Serena Brunello di Montalcino,2017,Sangiovese,Italy,53,0.0,0
2407,Flat Top Hills Sauvignon Blanc,2020,Sauvignon Blanc,California,16,0.0,0
2408,Catena Appellation Paraje Altamira Malbec,2019,Malbec,Argentina,21,3.8,29
2409,Henschke Mount Edelstone Shiraz,2016,Syrah/Shiraz,Australia,219,0.0,0
2410,Paul Pernot Puligny-Montrachet Clos de la Garenne Premier Cru,2020,Chardonnay,France,97,0.0,0
2411,CARO,2018,Bordeaux Red Blends,Argentina,69,0.0,0
2412,Enzo Bianchi Gran Corte,2018,Bordeaux Red Blends,Argentina,70,0.0,0
2413,Michel Gassier Costieres de Nimes Nostre Pais White,2019,Rhone White Blends,France,25,4.2,6
2414,Domaine Berthoumieu Charles de Batz Madiran,2016,Other Red Blends,France,22,0.0,0
2415,Truchard Estate Cabernet Sauvignon,2019,Cabernet Sauvignon,California,36,0.0,0
2416,Barone Ricasoli Toscana Rosso,2019,Tuscan Blends,Italy,12,0.0,0
2417,Zardetto Private,Cuvee,Non-Vintage Sparkling Wine,Italy,13,0.0,0
2418,Pommery Brut Royal,Rose,Sparkling Rosé,France,58,4.6,30
2419,Freemark Abbey Bosche Cabernet Sauvignon,2006,Cabernet Sauvignon,California,157,0.0,0
2420,Chateau d'Issan (1.5 Liter Magnum),2019,Bordeaux Red Blends,France,119,0.0,0
2421,Turnbull Cabernet Sauvignon (1.5 Liter Magnum),2019,Cabernet Sauvignon,California,109,0.0,0
2422,Domaine Desvignes Morgon Cote du Py,2020,Gamay,France,36,0.0,0
2423,Chateau Cote de Baleau (Futures Pre-Sale),2020,Bordeaux Red Blends,France,24,0.0,0
2424,Chateau de Pez,2017,Bordeaux Red Blends,France,52,4.1,7
2425,Tenuta di Gracciano della Seta Vino Nobile di Montepulciano,2019,Sangiovese,Italy,28,0.0,0
2426,Chanson Pere & Fils Corton Vergennes Grand Cru Blanc,2019,Chardonnay,France,199,0.0,0
2427,Domaine Bachelet-Monnot Meursault Clos du Cromin,2020,Chardonnay,France,99,0.0,0
2428,Moorooduc Estate Pinot Noir,2017,Pinot Noir,Australia,42,4.4,5
2429,Pyramid Valley Pinot Noir,2018,Pinot Noir,Zealand,49,4.4,5
2430,Pio Cesare Piodilei Chardonnay,2019,Chardonnay,Italy,52,0.0,0
2431,Pietradolce Archineri Etna Bianco,2020,Carricante,Italy,49,0.0,0
2432,Lichen Moonglow Pinot Noir,2019,Pinot Noir,California,39,0.0,0
2433,Arrowood Sonoma Cabernet Sauvignon (375ML half-bottle),2016,Cabernet Sauvignon,California,14,4.2,8
2434,William Cole Albamar Carmenere,2018,Carmenere,Chile,12,0.0,0
2435,Oremus Tokaji Dry Furmint Mandolas,2019,Furmint,Hungary,33,0.0,0
2436,Weingut Wagner Stempel Estate Dry Riesling,2020,Riesling,Germany,24,0.0,0
2437,La Crema Monterey Pinot Gris,2021,Pinot Gris/Grigio,California,20,4.1,6
2438,Chateau Haut-Beausejour,2017,Bordeaux Red Blends,France,32,4.4,10
2439,Chateau Belair-Monange,2018,Bordeaux Red Blends,France,219,0.0,0
2440,Paul Lato Ora et Labora Bien Nacido Vineyard Grenache,2015,Grenache,California,74,0.0,0
2441,Sigalas Assyrtiko Santorini,2021,Assyrtiko,Greece,46,4.3,7
2442,Le Marchesine Franciacorta Nitens,Brut,Non-Vintage Sparkling Wine,Italy,24,3.9,8
2443,Saracco Moscato d'Asti (375ML half-bottle),2021,Muscat,Italy,11,4.7,6
2444,Argyle Brut,2017,Vintage Sparkling Wine,Oregon,28,4.1,19
2445,Aldo Conterno Barolo Bussia,2017,Nebbiolo,Italy,120,0.0,0
2446,Canalicchio di Sopra La Casaccia Brunello di Montalcino,2017,Sangiovese,Italy,209,0.0,0
2447,Chateau Brown,2019,Bordeaux Red Blends,France,31,0.0,0
2448,Banfi Brunello di Montalcino,2017,Sangiovese,Italy,68,0.0,0
2449,Joao Portugal Ramos Alentejo Ramos Reserva,2019,Other Red Blends,Portugal,15,4.2,6
2450,Paul Hobbs George Menini Estate Chardonnay,2020,Chardonnay,California,74,0.0,0
2451,Oyster Bay Pinot Gris,2021,Pinot Gris/Grigio,Zealand,15,3.5,13
2452,Jean-Louis Chave Saint-Joseph,2019,Syrah/Shiraz,France,99,0.0,0
2453,Domaine de la Mordoree Chateauneuf-du-Pape La Reine des Bois,2018,Rhone Red Blends,France,109,0.0,0
2454,Chateau Haut-Monplaisir Cahors Tradition,2020,Malbec,France,17,0.0,0
2455,Paolo Scavino Langhe Sorriso,2020,Other White Blends,Italy,17,4.0,21
2456,Wayfarer Wayfarer Vineyard Pinot Noir,2019,Pinot Noir,California,99,0.0,0
2457,Wente Wetmore Vineyard Cabernet Sauvignon,2019,Cabernet Sauvignon,California,26,4.4,9
2458,Matsu El Recio,2020,Tempranillo,Spain,25,4.0,30
2459,Felsina Chianti Classico Riserva Rancia (375ML half-bottle),2018,Sangiovese,Italy,29,0.0,0
2460,King Palm Pinot Noir,2019,Pinot Noir,California,25,3.6,24
2461,Tenet GSM Blend,2015,Rhone Red Blends,Washington,70,4.8,8
2462,Tortoise Creek Pinot Noir,2020,Pinot Noir,California,12,0.0,0
2463,Fratelli Revello Barolo Giachini,2015,Nebbiolo,Italy,71,0.0,0
2464,Lucien Albrecht Cuvee Balthazar Pinot Blanc,2020,Pinot Blanc,France,15,3.6,24
2465,Angeline Rose of Pinot Noir,2021,Rosé,California,10,4.0,11
2466,Chateau Monbousquet (Futures Pre-Sale),2020,Bordeaux Red Blends,France,49,0.0,0
2467,Valdo Marca Oro,Prosecco,Non-Vintage Sparkling Wine,Italy,15,3.8,107
2468,Ceretto Rossana Dolcetto d'Alba,2019,Dolcetto,Italy,23,4.4,39
2469,Frederic Esmonin Ruchottes-Chambertin Grand Cru,2018,Pinot Noir,France,200,0.0,0
2470,Champagne Henri Giraud Hommage au Pinot,Noir,Non-Vintage Sparkling Wine,France,110,0.0,0
2471,Patrice Rion Nuits-Saint-Georges Vieilles Vignes,2016,Pinot Noir,France,72,0.0,0
2472,Domaine Nudant Ladoix La Corvee Premier Cru,2014,Pinot Noir,France,79,0.0,0
2473,K Vintners Cattle King Syrah,2019,Syrah/Shiraz,Washington,66,0.0,0
2474,Cavallotto Barolo Bricco Boschis,2017,Nebbiolo,Italy,85,0.0,0
2475,Piper-Heidsieck Cuvee Brut (3 Liter,Bottle),Non-Vintage Sparkling Wine,France,349,0.0,0
2476,Clos de l'Oratoire des Papes Chateauneuf-du-Pape Blanc,2018,Rhone White Blends,France,72,4.9,26
2477,DeLille Four Flags Cabernet Sauvignon,2019,Cabernet Sauvignon,Washington,75,0.0,0
2478,Sixto Uncovered Chardonnay,2018,Chardonnay,Washington,31,0.0,0
2479,Smith and Sheth CRU Wairau Sauvignon Blanc,2021,Sauvignon Blanc,Zealand,28,0.0,0
2480,Malvira Roero Arneis,2020,Arneis,Italy,17,3.7,31
2481,Pra Otto Soave Classico,2021,Garganega,Italy,19,4.2,13
2482,Casas del Bosque Gran Reserva Pinot Noir,2019,Pinot Noir,Chile,19,4.1,5
2483,Jean-Luc Colombo Cape Bleue Rose,2021,Rosé,France,15,3.5,21
2484,Gamble Family Vineyards Paramount Proprietary Red,2016,Bordeaux Red Blends,California,95,0.0,0
2485,Chateau Leoville Poyferre (Futures Pre-Sale),2020,Bordeaux Red Blends,France,107,0.0,0
2486,Chateau Pitray,2016,Bordeaux Red Blends,France,16,3.8,168
2487,Sandeman Apitiv Reserve White,Port,Port,Portugal,24,4.2,79
2488,Fort Ross Vineyard Chardonnay,2018,Chardonnay,California,45,0.0,0
2489,Gramercy Cellars Lower East Cabernet Sauvignon,2017,Cabernet Sauvignon,Washington,31,4.3,12
2490,Ruinart Dom Ruinart Brut Rose in Gift Box,2007,Sparkling Rosé,France,379,0.0,0
2491,Lagar da Condesa Kentia Albarino,2020,Albarino,Spain,13,3.9,19
2492,Tenuta di Nozzole Villa Nozzole Chianti Classico,2018,Sangiovese,Italy,19,3.6,8
2493,Guigal Cotes du Rhone Blanc,2020,Rhone White Blends,France,19,3.2,6
2494,Billecart-Salmon Brut Sous,Bois,Non-Vintage Sparkling Wine,France,89,4.2,31
2495,Bila-Haut by Michel Chapoutier v.i.t. Cotes du Roussillon Villages,2014,Syrah/Shiraz,France,99,0.0,0
2496,Eisele Vineyard Altagracia Cabernet Sauvignon,2019,Cabernet Sauvignon,California,169,0.0,0
2497,Domaine Saint Prefert Isabel Ferrando Chateauneuf-du-Pape Colombis,2020,Rhone Red Blends,France,219,0.0,0
2498,Peter Michael Les Pavots,2019,Bordeaux Red Blends,California,229,0.0,0
2499,La Spinetta Barolo Garretti,2018,Nebbiolo,Italy,81,0.0,0
2500,Bodegas Breca Brega,2016,Grenache,Spain,40,3.7,16
2501,Carpineto Vino Nobile di Montepulciano Riserva,2017,Other Red Blends,Italy,38,4.3,8
2502,Eden Rift Estate Chardonnay,2018,Chardonnay,California,41,0.0,0
2503,Bava Pianoalto Nizza,2014,Barbera,Italy,39,0.0,0
2504,Illuminati Zanna Montepulciano d'Abruzzo Colline Teramane Riserva,2015,Montepulciano,Italy,39,0.0,0
2505,Shaw + Smith Pinot Noir,2021,Pinot Noir,Australia,38,0.0,0
2506,Zorzal Gran Terroir Cabernet Franc,2019,Cabernet Franc,Argentina,19,3.7,25
2507,Kendall-Jackson Avant Unoaked Chardonnay,2021,Chardonnay,California,16,0.0,0
2508,Bruno Paillard Premiere Cuvee (1.5 Liter,Magnum),Non-Vintage Sparkling Wine,France,99,0.0,0
2509,Lucien Albrecht Pinot Gris Cuvee Romanus,2020,Pinot Gris/Grigio,France,21,3.7,7
2510,Gruet Blanc de,Noirs,Non-Vintage Sparkling Wine,U.S.,16,4.1,196
2511,Chateau La Mondotte,2018,Bordeaux Red Blends,France,249,0.0,0
2512,Clos du Mont Olivet Cotes du Rhone Vieilles Vignes,2019,Rhone Red Blends,France,23,4.0,15
2513,Chateau Berliquet,2018,Bordeaux Red Blends,France,53,0.0,0
2514,Cocchi Rosa,Americano,Other Fortified,Italy,26,0.0,0
2515,Val di Suga Poggio al Granchio Brunello di Montalcino,2016,Sangiovese,Italy,110,0.0,0
2516,La Braccesca Santa Pia Vino Nobile di Montepulciano Riserva,2016,Sangiovese,Italy,39,0.0,0
2517,Catena D.V. Catena Tinto Historico Red Blend,2019,Bordeaux Red Blends,Argentina,18,3.9,38
2518,Crios de Susana Balbo Cabernet Sauvignon,2020,Cabernet Sauvignon,Argentina,15,4.9,22
2519,Chateau Les Grands Chenes,2018,Bordeaux Red Blends,France,19,0.0,0
2520,William Fevre Chablis Fourchaume Premier Cru,2020,Chardonnay,France,94,0.0,0
2521,Joseph Drouhin Meursault,2020,Chardonnay,France,89,0.0,0
2522,Mount Veeder Winery Reserve Red,2017,Bordeaux Red Blends,California,129,0.0,0
2523,Iron Horse Classic Vintage Brut,2018,Vintage Sparkling Wine,California,56,0.0,0
2524,Domaine Eden Chardonnay,2019,Chardonnay,California,31,0.0,0
2525,Mamete Prevostini Corte di Cama Sforzato di Valtellina,2016,Nebbiolo,Italy,65,0.0,0
2526,Domaine de Villaine Bourgogne Rouge La Fortune,2020,Pinot Noir,France,59,0.0,0
2527,Force Majeure Parvata,2018,Rhone Red Blends,Washington,77,0.0,0
2528,Silvio Grasso Turne Barolo,2016,Nebbiolo,Italy,60,0.0,0
2529,Silverado Miller Ranch Sauvignon Blanc,2020,Sauvignon Blanc,California,27,0.0,0
2530,Quinta Dos Murcas Minas,2018,Other Red Blends,Portugal,25,4.0,5
2531,Pierre Gobillard Brut,Authentique,Non-Vintage Sparkling Wine,France,39,0.0,0
2532,Zilliken Butterfly Mosel Riesling,2020,Riesling,Germany,19,3.8,9
2533,Tablas Creek Patelin de Tablas Blanc,2021,Rhone White Blends,California,28,3.8,13
2534,Chateau Suduiraut Sauternes (Futures Pre-Sale),2021,Other Dessert,France,85,0.0,0
2535,Chateau de Saint Cosme Little James Basket,Press,Grenache,France,16,3.8,89
2536,Chateau Pavie Macquin (1.5 Liter Magnum),2019,Bordeaux Red Blends,France,159,0.0,0
2537,Chateau La Lagune,2019,Bordeaux Red Blends,France,49,0.0,0
2538,Michele Chiarlo Cerequio Riserva,2013,Nebbiolo,Italy,219,0.0,0
2539,Deutz Amour de Deutz Blanc de Blancs Brut,2011,Vintage Sparkling Wine,France,209,0.0,0
2540,Merryvale Profile,2015,Bordeaux Red Blends,California,195,4.8,10
2541,Chateau Cantenac Brown,2018,Bordeaux Red Blends,France,61,4.6,7
2542,Chateau Smith Haut Lafitte (1.5 Liter Magnum),2016,Bordeaux Red Blends,France,284,4.9,7
2543,Starmont Chardonnay,2018,Chardonnay,California,22,3.6,58
2544,Cedar + Salmon Red Blend,2017,Bordeaux Red Blends,Washington,25,3.6,31
2545,Domaine Laroche Chablis Les Vaillons Vieilles Vignes Premier Cru,2020,Chardonnay,France,70,0.0,0
2546,San Simeon Black Label Estate Reserve Cabernet Sauvignon,2019,Cabernet Sauvignon,California,64,5.0,5
2547,Avignonesi Poggetto di Sopra Alleanza Vino Nobile di Montepulciano,2017,Sangiovese,Italy,66,0.0,0
2548,Tenuta Sant'Antonio Amarone Antonio Castagnedi,2017,Other Red Blends,Italy,49,4.3,9
2549,Chateau Beau-Site,2016,Bordeaux Red Blends,France,49,0.0,0
2550,Smith Woodhouse Late Bottled Vintage Port,2008,Port,Portugal,38,0.0,0
2551,Greenwing Cabernet Sauvignon,2019,Cabernet Sauvignon,Washington,26,4.2,12
2552,Marichal Uruguay Reserve Tannat,2018,Tannat,Uruguay,20,0.0,0
2553,J. Lohr Hilltop Cabernet Sauvignon,2020,Cabernet Sauvignon,California,35,0.0,0
2554,Torre de Ona by La Rioja Alta Finca San Martin Crianza,2018,Tempranillo,Spain,18,0.0,0
2555,Bela Crianza,2020,Tempranillo,Spain,17,4.3,5
2556,Domaine de la Vieille Julienne Chateauneuf-du-Pape Les Hauts-Lieux,2019,Rhone Red Blends,France,99,0.0,0
2557,Novelty Hill Cabernet Sauvignon,2019,Cabernet Sauvignon,Washington,25,3.1,5
2558,San Simeon Stefano Vineyard Rose of Grenache,2020,Rosé,California,18,4.4,13
2559,Moniker La Ribera Single Vineyard Chardonnay,2019,Chardonnay,California,25,3.9,14
2560,Chateau Durfort-Vivens,2019,Bordeaux Red Blends,France,74,4.2,5
2561,Santa Julia Reserva Mountain Blend,2019,Bordeaux Red Blends,Argentina,12,3.6,59
2562,Cantine Maschio Prosecco Extra,Dry,Non-Vintage Sparkling Wine,Italy,12,4.0,7
2563,Broadbent 10 Year Verdelho,Madeira,Madeira,Portugal,53,4.4,19
2564,La Spinetta Barbaresco Gallina,2015,Nebbiolo,Italy,179,0.0,0
2565,Gerard Bertrand Cigalus Blanc,2020,Rhone White Blends,France,54,4.6,9
2566,Joseph Perrier Cuvee Josephine with Gift Box,2014,Vintage Sparkling Wine,France,229,0.0,0
2567,Petit & Bajan Blanc de Noirs Brut Obsidienne Grand,Cru,Non-Vintage Sparkling Wine,France,74,0.0,0
2568,Domaine Tempier Bandol Rose,2021,Rosé,France,59,0.0,0
2569,Schiavenza Barolo Cerretta,2017,Nebbiolo,Italy,63,0.0,0
2570,Dr. Loosen Urziger Wurzgarten Riesling Spatlese,2020,Riesling,Germany,33,4.3,10
2571,Chateau de Coulaine Chinon Les Picasses,2018,Cabernet Franc,France,31,3.7,15
2572,Contratto Millesimato Pas Dose,2016,Vintage Sparkling Wine,Italy,33,0.0,0
2573,Gosset Grand Rose,Brut,Sparkling Rosé,France,85,4.6,39
2574,Vins el Cep Gelida Blanc de Blancs Brut Nature Reserva,2016,Vintage Sparkling Wine,Spain,19,4.1,7
2575,Santa Ema Reserve Merlot,2018,Merlot,Chile,18,3.9,49
2576,Rotem & Mounir Saouma Chateauneuf-du-Pape Arioso,2013,Grenache,France,210,0.0,0
2577,Patz & Hall Hyde Vineyard Pinot Noir,2017,Pinot Noir,California,75,4.4,11
2578,Casas del Bosque Reserva Cabernet Sauvignon,2019,Cabernet Sauvignon,Chile,15,0.0,0
2579,Sine Qua Non Deux Grenouilles,2016,Other White Blends,California,209,0.0,0
2580,William Fevre Chablis Bougros Cote Bouguerots Grand Cru,2020,Chardonnay,France,189,0.0,0
2581,Materra Hidden Block Cabernet Sauvignon,2016,Cabernet Sauvignon,California,64,0.0,0
2582,DeLoach Russian River Pinot Noir,2018,Pinot Noir,California,23,3.7,121
2583,Julien Barge Cote Rotie Cote Blonde,2016,Syrah/Shiraz,France,94,0.0,0
2584,Patrick Piuze Chablis Coteau de Fontenay,2019,Chardonnay,France,39,0.0,0
2585,Cape Mentelle Shiraz/Cabernet,2018,Other Red Blends,Australia,22,3.6,11
2586,Andreola Dirupo,Brut,Non-Vintage Sparkling Wine,Italy,21,0.0,0
2587,Sandeman Founders Reserve Ruby,Port,Port,Portugal,25,4.2,408
2588,The Prisoner Wine Company Saldo Zinfandel (375ML half-bottle),2019,Zinfandel,California,22,4.5,54
2589,Henri Bourgeois Petit Bourgeois Sauvignon Blanc,2021,Sauvignon Blanc,France,17,4.9,13
2590,Yannick Alleno & Michel Chapoutier Cotes du Rhone,2018,Rhone Red Blends,France,17,4.4,6
2591,Domaine de Montille St-Aubin En Remilly Premier Cru,2019,Chardonnay,France,77,0.0,0
2592,Artesana Tannat Merlot Zinfandel,2020,Other Red Blends,Uruguay,24,0.0,0
2593,Wade Cellars Three By Wade Chenin Blanc,2021,Chenin Blanc,California,21,0.0,0
2594,Sangre de Toro Original Red Blend,2019,Other Red Blends,Spain,12,0.0,0
2595,Anima Negra AN,2019,Other Red Wine,Spain,69,0.0,0
2596,Berton Vineyards Metal Label The Black Shiraz,2019,Syrah/Shiraz,Australia,13,3.6,15
2597,Roots Run Deep Hypothesis Oakville Cabernet Sauvignon,2018,Cabernet Sauvignon,California,75,3.3,9
2598,Zorzal Eggo Franco Cabernet Franc,2017,Cabernet Franc,Argentina,29,3.5,25
2599,Kracher Cuvee Beerenauslese (375ML half-bottle),2018,Other Dessert,Austria,35,0.0,0
2600,Arietta H Block Hudson Vineyards Red Blend,2015,Bordeaux Red Blends,California,159,4.2,5
2601,Penfolds Max's Chardonnay,2018,Chardonnay,Australia,25,3.4,38
2602,Graham's Six Grapes Reserve Ruby Port (375ML,half-bottle),Port,Portugal,13,4.0,136
2603,Ferrari-Carano Tre Terre Chardonnay,2019,Chardonnay,California,29,0.0,0
2604,Four Graces Pinot Gris,2021,Pinot Gris/Grigio,Oregon,18,4.5,8
2605,Gandona Winery Cabernet Sauvignon,2015,Cabernet Sauvignon,California,219,0.0,0
2606,Morey-Coffinet Puligny-Montrachet Les Combettes Premier Cru,2020,Chardonnay,France,189,0.0,0
2607,Champagne Henri Giraud Grand Cru Ay Fut de Chene MV17 with Wooden Gift,Box,Non-Vintage Sparkling Wine,France,209,0.0,0
2608,Jonata El Alma de Jonata,2018,Cabernet Franc,California,179,0.0,0
2609,Turnbull Black Label Cabernet Sauvignon,2020,Cabernet Sauvignon,California,179,0.0,0
2610,Nomine Renard Special Club Brut,2013,Vintage Sparkling Wine,France,99,4.3,6
2611,Raymond Reserve Selection Cabernet Sauvignon (1.5 Liter Magnum),2018,Cabernet Sauvignon,California,108,0.0,0
2612,Paolo Scavino Barolo Cannubi,2018,Nebbiolo,Italy,99,0.0,0
2613,Fontezoppa Serrapetrona Moro,2016,Other Red Wine,Italy,69,0.0,0
2614,La Rioja Alta Vina Ardanza Reserva (1.5 Liter Magnum),2015,Tempranillo,Spain,99,0.0,0
2615,Inglenook Cabernet Sauvignon,2017,Cabernet Sauvignon,California,100,4.3,7
2616,Champagne Suenen Oiry Blanc de Blancs Grand Cru Extra,Brut,Non-Vintage Sparkling Wine,France,90,0.0,0
2617,Herdade do Mouchao Tinto,2013,Alicante Bouschet,Portugal,59,0.0,0
2618,Carpineta Fontalpino Do ut des Toscana,2016,Tuscan Blends,Italy,44,3.5,12
2619,Champagne Legras & Haas Grand Cru Blanc de Blancs,Brut,Non-Vintage Sparkling Wine,France,61,0.0,0
2620,Charles Krug Family Reserve Generations,2018,Bordeaux Red Blends,California,61,4.5,6
2621,White Rock Vineyards Claret,2019,Bordeaux Red Blends,California,64,0.0,0
2622,Louis Jadot Cote de Nuits Villages Le Vaucrain,2019,Pinot Noir,France,45,0.0,0
2623,Spear Gnesa Vineyard Chardonnay,2017,Chardonnay,California,44,0.0,0
2624,Pascual Toso Alta Malbec,2020,Malbec,Argentina,44,0.0,0
2625,Scott Harvey Old Vine Reserve Zinfandel,2018,Zinfandel,California,39,4.1,7
